APRESENTADORA	[warmly] Olá! Que bom ter você aqui. Este é o podcast do capítulo SINAN, o Sistema de Informação de Agravos de Notificação, do livro Sistemas de Informação em Saúde no Brasil. Para entrar no tema, vamos acompanhar uma notificação desde a suspeita inicial até o encerramento da investigação.
ESTUDANTE	[curious] Eu conheço o SINAN de nome, principalmente por causa de dengue, violência, tuberculose... mas confesso que sempre fico com uma dúvida básica: ele registra casos ou notificações?
APRESENTADORA	[thoughtful] Essa é a melhor pergunta para começar. O SINAN não é apenas uma lista de casos confirmados. Ele registra um processo: notificação, investigação, confirmação ou descarte, acompanhamento e encerramento. No fim do episódio, vamos voltar ao nosso registro inicial e perguntar o que ele realmente permite contar.
ESTUDANTE	[engaged] Então, se eu abro uma base do SINAN e conto as linhas, eu não estou necessariamente contando pessoas doentes.
APRESENTADORA	[affirming] Exatamente. Você pode estar contando suspeitas notificadas, casos ainda em investigação, casos confirmados, casos descartados, registros inconclusivos ou acompanhamentos. Depende do agravo, da ficha, do momento da extração e do filtro usado.
ESTUDANTE	[thinking] Isso muda muito a interpretação. Uma linha pode ser o começo de uma investigação, não o final dela.
APRESENTADORA	[warmly] Perfeito. E, por isso, o SINAN precisa ser lido como uma base dinâmica de vigilância, não como um cadastro universal e fechado de doenças.
ESTUDANTE	[curious] Vamos transformar isso em uma imagem. O que acontece antes de um registro aparecer no SINAN?
APRESENTADORA	[explaining] Imagine uma pessoa que chega a uma unidade de saúde com sintomas compatíveis com um agravo de notificação. A equipe suspeita, notifica, preenche campos iniciais, e a vigilância começa a investigar. Depois podem entrar exames, classificação final, evolução, encerramento e correções.
ESTUDANTE	[engaged] Então o registro muda ao longo do tempo.
APRESENTADORA	[affirming] Pode mudar. Uma notificação recente pode estar incompleta. Um caso pode ser descartado depois. Um campo laboratorial pode chegar mais tarde. Uma classificação final pode ser atualizada. Por isso, a data de extração da base importa.
ESTUDANTE	[curious] E por que o sistema existe? Qual é a função dele na prática?
APRESENTADORA	[explaining] O SINAN subsidia a vigilância epidemiológica. Ele ajuda a detectar surtos, acompanhar epidemias, investigar casos, orientar ações de controle, avaliar oportunidade da resposta e planejar ações de saúde.
ESTUDANTE	[thinking] Então ele não existe apenas para gerar tabela. Ele existe para acionar resposta.
APRESENTADORA	[warmly] Exatamente. Essa é a lógica de vigilância. O dado é parte de uma cadeia de ação. Se uma doença exige resposta rápida, o registro precisa entrar em um fluxo que permita investigação e tomada de decisão.
ESTUDANTE	[curious] Quando o capítulo fala em doenças e agravos de notificação compulsória, o que isso quer dizer?
APRESENTADORA	[explaining] Quer dizer que determinados eventos devem ser notificados às autoridades de saúde porque têm relevância para a saúde pública. A lista nacional é atualizada conforme risco de surto, gravidade, magnitude, transcendência, vulnerabilidade e mudanças no cenário epidemiológico.
ESTUDANTE	[engaged] Então a lista pode mudar com o tempo.
APRESENTADORA	[affirming] Sim. E isso é fundamental para séries históricas. Se um agravo entra na lista, se a definição muda, se uma ficha muda ou se a capacidade de testagem aumenta, a série pode mudar por razões operacionais, não apenas epidemiológicas.
ESTUDANTE	[thinking] Um aumento de notificações pode ser aumento de transmissão, mas também pode ser aumento de sensibilidade da vigilância.
APRESENTADORA	[thoughtful] Exatamente. O SINAN mostra o que a rede de vigilância conseguiu captar, registrar e processar. A análise precisa sempre perguntar: o que mudou no evento e o que mudou no sistema?
ESTUDANTE	[curious] E historicamente, quando o SINAN começa?
